Country_Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bahrain,BHR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.056835,1340.618449,1363.653826,1445.970611,1299.022486,1221.821476,1199.212411,1330.761638,1332.032771,1598.644111,1527.628802,1436.973836,1712.749894,1903.864057,2035.264474,2326.821277,1866.29732,,
"Bahamas, The",BHS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.809164,1073.373558,1130.388928,1174.236782,1270.837107,1325.751626,1590.328299,1667.959818,1701.876042,1657.243736,1695.865243,1750.178603,1417.65364,1400.848895,1379.43786,1344.115541,1435.567513,,
Bosnia and Herzegovina,BIH,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1540768,347.2287717,368.3342257,435.7079512,536.4303064,569.0763141,655.5848488,755.482218,854.367727,811.6792826,839.4709054,908.088619,965.1703606,1025.665064,1065.309703,1077.502171,1123.425425,,
Belarus,BLR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.3894537,383.0195708,405.2998587,457.1626279,523.7375271,629.4489738,658.4307068,752.6633487,788.9192041,812.8295247,901.5217925,837.2218003,933.3422177,1039.277151,1017.373683,1113.258805,1151.408849,,
Belize,BLZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.429075,243.0518356,230.4776721,276.0851974,277.9409682,295.4832286,306.5176655,340.0650096,354.7835179,401.426013,444.7786624,437.9025177,432.2229322,468.091226,475.9911394,515.5392568,541.4343274,,
Bermuda,BMU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7121184,170.0425353,176.217637,192.5751257,189.4309252,207.4597407,203.5372925,216.3044733,225.9847895,259.588298,270.0461513,283.4838327,302.3910615,348.2350775,384.9599619,446.6858994,496.3061886,,
Brazil,BRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.3838829,620.2506194,777.8760389,759.5927435,837.5163394,902.6215562,966.7950192,1034.284057,1075.826266,1115.304641,1384.37245,1464.737994,1545.776421,1634.554743,1751.744796,1788.717885,1777.470477,,
Barbados,BRB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.490614,661.7063868,716.2788815,848.694508,964.9530674,954.883235,1021.174565,1016.861568,1114.320254,1148.377586,1109.038562,1135.635886,1290.948969,1308.450643,1248.235969,1258.899827,1322.985509,,
Brunei Darussalam,BRN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.088963,1889.431883,1944.744358,2057.305551,2047.489517,1828.515581,1656.804518,1712.74579,1635.697041,2040.802378,1798.080828,1536.666374,1545.576409,1553.338556,1534.500464,1896.281203,1812.413646,,
Bhutan,BTN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6237796,137.5074804,136.7967101,134.2732265,159.2350817,152.2844374,175.4650646,188.4326699,168.7651904,185.6886327,201.4930634,206.2348452,236.8946663,255.019517,253.2417467,287.3170207,293.1100222,,
Botswana,BWA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0484422,548.8913525,419.7810554,538.7991045,603.9473648,542.7887845,567.7737221,652.1119039,756.0836865,816.153106,784.2745535,856.5149996,923.6518431,869.9269767,889.4508076,976.3940517,931.3047144,,
Central African Republic,CAF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.28556197,27.15786756,31.11647046,29.82675723,29.4993116,34.61981917,34.39593096,38.81434447,33.51403762,36.60838971,32.55735154,34.58017531,37.08251037,29.9568045,30.76696928,42.08366354,29.9077719,,
Canada,CAN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.958849,2607.783733,2745.737364,2915.229953,3075.143679,3277.816694,3491.38152,3652.673332,3794.129272,4082.164952,4204.983895,4228.137806,4297.28207,4455.623511,4529.355609,4617.734333,4718.296818,,
Central Europe and the Baltics,CEB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.6703018,630.3766175,706.9216796,778.9245679,843.6745253,900.1114491,979.6581812,1078.324765,1242.302992,1327.244794,1397.458244,1425.851285,1480.116772,1590.75177,1631.513644,1680.832169,1779.375529,,
Switzerland,CHE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.692346,3779.533988,4029.769145,4138.426632,4326.703635,4403.752464,4623.081843,5009.855844,5376.248948,5625.286034,5711.542427,6082.649556,6430.86155,6843.090068,7158.109774,7611.309849,7867.394505,,
Channel Islands,CHI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.405616,714.6873013,751.5413524,796.3089638,816.4961666,841.6906509,951.9766879,1048.070161,1115.637477,1169.777052,1237.457566,1383.998226,1517.942806,1680.937524,1793.683728,1891.212772,2002.008384,,
China,CHN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.499478,134.3881885,152.8164249,172.2448405,188.1077296,210.1661836,229.2430525,248.9220398,292.0617933,357.1768886,384.1962227,438.563187,507.7869943,573.4788679,632.7551903,703.4950973,761.4878559,,
Cote d'Ivoire,CIV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5234886,113.6447176,102.7527052,105.3681891,120.830867,127.8660504,142.3514938,157.0029878,157.1532638,162.5573253,162.0135006,151.8583825,164.7463165,151.2467308,162.287064,181.6623235,162.6449615,,
Cameroon,CMR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.18864291,89.80587802,96.33925691,101.5456097,99.53297852,104.3431124,107.2601916,113.9719074,123.7379367,122.0098972,129.2877637,100.913236,139.7515606,144.4740987,152.6785425,164.5964636,169.2888215,,
"Congo, Dem. Rep.",COD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59557302,11.15298091,11.10097578,16.63085425,20.44561123,20.87681569,22.8765706,24.07130495,29.20597964,26.45019524,24.13578014,22.27400184,23.79593922,25.2625461,30.39708591,32.28092372,34.48820942,,
"Congo, Rep.",COG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15283046,87.13896261,71.11416244,80.21570255,82.44774138,79.21946457,79.76023204,86.82559153,99.55328803,102.9443646,102.9310431,99.02711539,132.6188852,136.3031076,145.2480482,201.4979318,263.2898074,,
Colombia,COL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.6742533,375.4066306,371.6646713,411.6044957,400.1774422,455.965958,517.563541,560.0660065,611.3616309,656.2007463,668.1331072,666.356406,685.4713482,739.3934221,777.7517651,832.6895424,829.8029221,,
Comoros,COM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4119572,131.1895244,135.6995868,130.5332904,128.5237248,131.5644685,130.4864567,128.5716681,124.4692527,120.0256835,120.8203819,134.0178074,120.139738,123.0180652,121.3009542,120.4390761,115.8463352,,
Cabo Verde,CPV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.3162145,161.9279204,170.0719395,168.177103,184.1017509,198.2294285,227.6725863,222.3583249,204.6023375,218.1627358,255.5708664,257.9625012,310.2115544,323.7678585,329.9593063,339.5523941,347.6412499,,
Costa Rica,CRI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.2307757,529.1036509,579.4314054,615.5273751,618.6134019,657.2638862,745.6052106,823.8889984,926.5465869,960.104913,1033.405575,1083.478014,1095.533865,1115.176293,1181.233002,1233.474792,1248.547928,,
Caribbean small states,CSS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9537663,448.9266021,493.2181197,509.1100054,576.6057365,590.3975462,625.7584207,676.2421332,675.9584435,761.1904255,757.2981097,753.869013,762.6100864,813.0506813,842.9744354,925.4273229,950.4204528,,
Cuba,CUB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6297447,637.6486174,709.8141622,755.3547935,746.625588,1067.138882,1287.359914,1834.036869,1962.311157,2174.479394,2022.148739,2148.003596,1867.262928,2203.534355,2674.966489,3135.224186,2457.668045,,
Curacao,CUW,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.597111,1229.903502,1330.56625,1349.739962,1379.965151,1478.571638,1606.797205,1725.738514,2123.970047,2220.867342,2114.456327,2216.835972,2138.53134,2104.33717,2048.668896,2147.982971,2270.831744,,
Czech Republic,CZE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.4961336,1032.847929,1127.055913,1273.357397,1328.828872,1402.737204,1475.479808,1578.248426,1777.905144,2015.933483,1920.945153,2010.957419,2042.604651,2379.507428,2472.175561,2425.848982,2484.633529,,
Germany,DEU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683.875058,2814.297832,2966.561364,3098.194102,3166.231246,3267.628748,3460.885403,3630.839169,3856.736039,4119.802029,4315.036421,4577.56358,4696.398604,4944.612396,5173.843181,5328.899379,5463.330652,,
Djibouti,DJI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27892062,68.64195588,89.72631697,103.0048016,89.63720989,91.1160028,104.6033721,108.7767755,106.1917833,109.4123732,108.0045951,128.1900245,131.4808951,122.0276583,130.6431718,146.6987696,122.0756057,,
Dominica,DMA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.8974719,345.0703394,349.4655229,375.0022307,386.6751212,405.9740662,437.1851852,488.3290378,543.7882069,565.4853497,559.5421827,579.0516686,596.835303,562.3944507,598.1128726,577.6188423,580.6576705,,
Denmark,DNK,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326.697589,2494.526866,2670.24316,2744.50367,2969.070531,3109.049098,3426.189839,3642.819917,3938.907703,4314.309239,4457.952572,4516.298029,4597.623079,4762.361091,4886.551363,5021.768695,5092.980309,,
Dominican Republic,DOM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.2789595,324.8862546,351.4664057,306.1701629,310.4972876,361.4879983,372.1196918,406.9130256,474.3063297,512.4068661,608.3922416,642.0576498,689.2087895,717.066915,788.4911238,860.5814557,936.82159,,
Algeria,DZA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.3849958,323.0236092,332.4113453,346.4605704,360.6678408,354.9576641,380.2268379,452.5979509,511.0440685,656.1070661,645.2878278,684.2653448,804.3331601,827.8487864,929.9595488,1020.546414,998.1537539,,
East Asia & Pacific (excluding high income),EAP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3800031,132.5320645,146.1675419,164.9308195,178.7453535,201.5367512,220.5020931,241.1519175,273.4142425,322.5347873,347.8961479,390.3405686,445.0749234,496.2862263,547.4617291,600.2909127,647.3767173,,
Early-demographic dividend,EAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6129955,192.7355707,191.4171577,202.4604061,212.2918876,231.2064711,248.6854989,268.1835253,276.3618397,302.8680209,312.5437503,325.8928171,340.8456339,367.2713757,393.7298427,417.3706595,431.7556505,,
East Asia & Pacific,EAS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.9798168,295.737492,314.899498,340.7459946,363.4895747,395.3917705,425.4811891,457.3894102,499.2845864,557.7550924,596.3967541,672.2195457,735.9341671,799.1611359,851.9565738,915.7160514,975.2112902,,
Europe & Central Asia (excluding high income),ECA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.1529265,345.2358484,386.172016,424.6386794,460.0433842,518.174509,611.7702323,669.7493197,776.0508728,833.4904189,823.1774485,854.8503435,921.1045683,974.0092669,997.0400959,998.9868038,1027.567046,,
Europe & Central Asia,ECS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.653461,1276.851579,1377.463978,1453.53957,1535.566516,1631.128547,1785.505299,1889.765898,2057.749355,2173.532934,2215.056738,2298.804548,2370.130226,2514.24718,2579.843231,2625.625407,2698.025823,,
Ecuador,ECU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.1354903,228.7703454,283.5464282,355.6213408,397.9933928,427.54487,461.2608855,490.6673924,518.8529988,572.3555918,652.5927691,780.7759233,891.4158707,944.7819931,990.0636785,983.0623625,942.8866596,,
"Egypt, Arab Rep.",EGY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1081191,345.6041185,359.6900966,352.141202,343.6669212,368.7403087,392.4278433,389.2013578,419.8118467,426.1277512,421.7659298,450.0645187,455.4581469,472.6958373,488.3057519,496.9782118,516.3431545,,
Euro area,EMU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.12213,2285.866998,2432.642048,2529.629656,2641.957222,2783.856479,3002.524399,3145.986884,3370.710996,3541.17231,3631.712567,3756.767887,3831.127251,3977.42981,4079.601646,4152.164163,4272.50756,,
Eritrea,ERI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.04663208,66.50362228,77.06417962,79.22687365,76.44098556,77.04547153,76.6749499,60.17627743,51.7988059,59.49316057,47.8200536,63.54467075,47.31835421,48.4406607,49.59230973,50.63569127,55.33103421,,
Spain,ESP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.072627,1562.433962,1673.402865,1902.860073,2012.973618,2144.078536,2411.12651,2579.310264,2791.107224,2918.820792,2888.51094,2920.111074,2900.339612,2935.834905,3039.959984,3175.133883,3259.802775,,
Estonia,EST,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0034108,492.0686109,546.9086157,636.1516146,732.6299114,816.0717039,944.5648677,1102.406961,1302.368069,1339.972947,1366.382783,1426.65963,1513.566096,1649.68035,1769.952956,1860.325048,1987.718156,,
Ethiopia,ETH,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38136861,24.85786658,24.8497232,25.01552143,25.03196468,26.75752868,30.64339969,38.76986514,38.00699723,41.79607621,57.52184849,51.96457247,56.89214312,55.90914384,60.53177588,64.90913139,69.52478888,,
European Union,EUU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.768264,1906.551194,2045.33851,2147.811336,2261.173171,2380.484257,2572.459991,2704.96929,2914.091586,3070.600283,3158.196968,3273.428498,3345.787492,3559.431287,3656.694062,3733.344981,3846.30005,,
Fragile and conflict affected situations,FCS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61141341,92.29875371,93.38593597,106.2044402,122.6218578,119.0972642,127.0031081,143.2041918,144.7009605,165.4197807,157.3936207,150.2177366,145.2400199,156.6282866,177.550262,188.454106,162.2268541,,
