Country_Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,84.66300964,59.85383987,85.40326691,81.50588989,87.21257019,89.53083038,75.59618378,,,,,,,,,,,,,,97.57929993,,,,,,,,79.66178,,,,,,,108.24472,118.12705,116.04285,112.7958,110.9229,109.5244,,106.9801,108.2302,,109.2087,111.196
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,81.09338379,,,,,,,,,,,,,,,,,,,,,,,134.3547516,132.6182709,143.2338715,148.6360016,152.9359741,,,,,,,,,,,,,,,,,,157.1677,153.0132,150.3115,
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,88.6934433,,,,,90.73838043,,,,,92.38188934,91.18524933,92.10241699,91.97628784,93.78588867,97.10359192,97.88426208,98.55265045,99.04705048,101.1708984,102.7996521,104.8058701,106.293541,106.8246384,106.5847092,105.6503296,105.1229706,97.74472809,98.44409943,98.69606,98.9575,99.02117,99.4792,99.52356,100.35335,100.32996,99.70887,99.42073,99.64985,98.80721,98.06147,97.84332,99.19738,99.66308,100.321,100.963,100.4552,
Azerbaijan,AZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,92.82273865,,,,,96.04173279,,,95.63848114,91.71736908,91.17508698,91.94464874,91.30049133,87.71376038,85.37412262,75.49916077,73.84934235,,,,,,,,,,,,,,,,,,,,,94.48008
Burundi,BDI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,1.78828001,1.856379986,1.396550059,1.733659983,2.107059956,2.279020071,2.256910086,2.404730082,2.524650097,2.569639921,2.936439991,3.12432003,3.023770094,3.223949909,3.575459957,3.827490091,4.229710102,4.449779987,4.896409988,5.220759869,5.862649918,6.241630077,6.918029785,,,,,,,,10.10022,10.43821,10.55941,11.96859,12.98393,14.13834,15.08487,,20.12478,23.29063,26.1225,28.71599,33.41147,39.41126,44.34693,47.47817,49.25443,48.46502
Belgium,BEL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,81.9464798,83.66767883,84.2145462,84.60318756,83.93174744,83.64763641,84.80814362,86.90569305,88.10341644,88.9119873,90.09131622,92.08065033,92.39891815,95.30458069,97.74851227,99.40010071,99.75166321,100.6717682,101.0885162,101.3893738,101.6770477,102.7464905,141.3999176,144.5062866,146.5032959,146.3620148,,,141.857254,144.87628,153.80124,155.90697,158.63028,153.40534,159.89013,161.01921,159.51427,158.74341,156.63837,156.8615,156.6332,157.7948,160.9192,162.2993,163.9347,161.0332,158.5419,
Benin,BEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,4.310450077,5.206890106,6.415170193,7.171189785,8.333230019,8.67385006,9.254899979,10.13947964,10.90758991,12.41924953,15.45168972,18.4874897,21.22417068,20.14871979,18.9919796,16.34087944,15.1324501,,,,,,,,,,,,21.00428963,21.83777,23.67024,25.66652,27.03112,28.8886,,,,,,,49.12759,,55.96562,56.23654,58.84676,59.04252,,
Burkina Faso,BFA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,1.283669949,1.317170024,1.401350021,1.62816,1.70472002,1.742269993,1.909659982,2.003109932,2.13312006,2.484339952,2.643610001,2.951489925,2.991329908,3.212879896,3.806230068,4.513770103,5.157660007,5.805190086,6.606040001,6.891890049,7.229269981,7.477809906,7.934559822,8.290249825,,,,,9.793089867,10.42248,10.63872,,12.07507,13.25079,14.29878,15.04075,16.16699,18.91509,20.29426,21.90269,23.83593,25.93309,28.36596,30.35403,33.71873,35.78715,38.11725,40.70973
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,20.75938034,,,17.8205204,17.55979919,,17.23557091,18.99373055,16.85020065,,20.3182106,20.91304016,20.56513977,20.22071075,20.62133026,20.52153015,20.37590027,20.90838051,,,,,,,,45.16392136,48.33118057,49.76399,51.03987,52.19579,51.93294,48.35198,46.96283,47.52978,48.30106,46.24112,49.99824,51.6377,52.43137,55.20997,60.16874,,65.62919,71.41584,69.66317,72.6906
Bulgaria,BGR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,89.79611206,90.79490662,92.04534912,93.62368774,94.94631958,90.71848297,93.55718231,92.06024933,89.434021,89.71346283,90.16822052,90.96820068,91.78655243,91.98879242,93.26184845,98.88510895,100.026123,101.7010574,102.2375107,98.79859161,97.70150757,95.78276825,92.86282349,90.05886078,91.73722839,92.63237762,92.24411774,91.69548798,91.94560242,92.78796,93.85348,95.29589,86.75478,88.74054,89.22806,89.74012,90.23805,89.43396,88.74194,90.2262,93.75526,94.69573,101.4532,104.1488,102.2723,99.67708,,
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,50.62672043,50.37171173,51.70991898,55.08573914,58.61901093,60.37620163,61.65148163,65.87055969,68.42624664,58.99552155,64.28224945,70.33316803,84.11666107,85.50047302,92.26914215,97.39945221,94.31079865,91.6904068,90.40003967,86.93154144,99.43728638,98.49221802,101.8405838,105.1617432,106.1283569,104.2143173,97.35269928,96.02433777,94.61630249,97.56947,97.96577,94.30006,94.26097,95.371,96.20007,96.39721,,91.79231,91.98146,92.85565,95.2978,91.672,96.67334,98.9424,102.1602,103.8538,102.2034,98.59907
"Bahamas, The",BHS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,90.76348877,90.73925018,90.3444519,98.64115906,106.1096497,106.199913,,,,95.87312317,90.34744263,89.36834717,89.1701889,94.71453094,86.11534119,86.3056488,92.80970001,,,85.73209381,87.17424011,95.86184692,95.88069153,89.80233765,86.8323822,,82.01864624,,77.5308075,,,91.87913,,86.17589,88.45793,89.6825,93.11002,92.15828,90.24461,89.35463,84.98634,85.76167,76.89482,81.41914,66.3884,73.40247,,
Bosnia and Herzegovina,BIH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,90.10762787,91.85532379,94.02249908,96.5411377,97.27603149,97.65984344,97.70339203,97.37461853,97.38752747,98.25019836,99.18878937,99.80648041,100.449707,100.7717819,100.749649,100.4003677,100.3010635,99.5668869,98.80796814,97.34259796,93.85092926,93.12220764,92.19728851,93.05457306,94.40019989,95.76133728,95.49623871,86.66413879,,,,,,,,,,111.92559,110.7479,108.2254,107.3914,107.2134,105.4283,105.5231,105.469,104.7959,103.5135,102.4395
Belize,BLZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,54.2193718,53.01934814,52.45795822,,,,57.82928085,60.58060074,,,,60.75178146,,,68.38514709,67.20717621,,,,64.13491058,67.98631,70.59147,,76.94431,78.25525,76.46658,76.66667,75.31014,74.79151,74.39433,75.30958,75.95183,78.31773,80.07403,79.76219,80.65795,87.0061,84.04008,85.37246
Bermuda,BMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,80.01499939,78.71224213,83.39795685,78.47509766,80.08178711,81.33535767,91.26756287,90.36186218,92.46045685,97.41995239,,,,,,,,,,,,,,,,,,,,,77.20663,76.41446,77.40864,79.44095,78.70263,75.1622,,,,77.37303,76.69093,76.49402,77.01531,76.77734,76.95238,,,
Bolivia,BOL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,27.07554054,28.96980095,32.01828003,32.92008972,,38.39004898,,,,,,,,,,,,,,,,,,,,,,,71.77848816,77.18572998,72.90833,75.85267,80.58419,83.3082,86.09528,87.01776,86.16775,85.63528,85.01278,83.46188,82.6496,81.85408,82.38936,84.0897,84.63013,85.40379,85.28072,90.39978,
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.99422,101.86867,102.37103,101.29199,,95.17,96.72012,96.66548,,95.26338,92.99245,102.0686,100.838,100.0671,101.5363,100.8277,
Barbados,BRB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,77.87153625,79.3868103,80.00110626,76.23114014,81.3264389,78.87657166,79.17449188,84.81466675,85.55158234,89.27213287,88.21746826,86.38356018,87.13195801,88.20533752,91.60414886,,,,86.88609314,85.42652893,,,,,,,,,107.0112686,103.62408,103.50712,104.33392,105.44677,107.72265,108.539,105.88444,105.39451,104.47984,103.22714,101.9078,103.6359,,,108.1238,107.5281,106.5098,106.3275,103.7039
Brunei Darussalam,BRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,53.93954086,55.07279968,57.26525879,57.04304886,57.59434891,59.54933167,61.09344101,58.82677078,58.78559875,59.65811157,61.07220078,61.75992966,63.46850967,65.9173584,63.9403801,63.59003067,60.77074814,,,,,73.19567108,73.89987183,75.79666138,76.27494812,,,,81.00340271,84.21439362,84.64923,85.06244,86.54186,88.37415,92.80322,96.58753,97.44118,95.79461,96.01591,98.20404,99.17564,101.4305,106.2648,104.9133,99.59155,96.41472,94.05418,92.93732,93.48278
Bhutan,BTN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,2.337690115,2.677560091,3.206660032,,5.053269863,,,3.90809989,,,,,9.31194973,10.81357002,11.5720396,11.58598995,,,,,,,,,,,,,23.44051933,26.50309944,30.02343,33.4106,,,,44.5511,47.40183,51.40493,54.71617,59.5779,63.56648,67.24879,71.69738,75.61265,82.71892,84.01727,85.34537,87.8676,90.09468
Botswana,BWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,7.646920204,8.760919571,9.759110451,13.25841045,14.64906025,16.38414955,18.04583931,19.15341949,19.57381058,19.38658905,19.96933937,21.92034912,,21.97135925,26.06399918,29.25621033,31.00276947,32.13695145,31.57074928,36.76126099,40.48437119,49.39302063,49.37147141,54.11481094,53.24406815,60.70906067,,,77.58805084,78.51727295,80.41093,80.30617,81.50727,82.1807,83.52475,83.61095,84.99632,85.10596,79.91677,,,,,,,,,,
Central African Republic,CAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,4.433290005,5.426280022,6.145170212,6.707270145,7.139750004,7.961510181,8.38049984,10.03151989,10.36983967,11.90608978,13.54417992,15.80747032,15.61345959,,15.51284981,15.4677,12.99577045,11.64640045,11.18694019,11.84185028,11.93229008,9.962490082,,,,,,,,,12.00319,12.02469,,,,,,,13.61706,,17.62453,17.39388,,,,15.03944,17.13538,
Canada,CAN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,96.20948029,95.71112061,94.23075104,92.20983887,91.7469101,90.75224304,90.36446381,89.38469696,88.27030182,87.46263123,88.2752533,92.34300232,94.98457336,98.1000824,99.0982666,99.18464661,99.1088562,99.38040161,99.6363678,99.80230713,101.4082565,102.7138672,104.6062698,105.7663879,105.1524734,105.4769211,,105.6039734,102.3761368,101.92313,,,,,101.39119,101.72825,101.90349,102.34444,102.73444,102.3985,103.349,109.9875,109.486,109.3331,110.3565,112.5143,113.7629,
Central Europe and the Baltics,CEB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,77.77005005,77.76735687,78.13027954,79.01822662,79.66362762,80.8682785,81.65866089,83.20742035,84.34501648,85.28562927,86.11077118,87.39859772,88.20052338,88.13249207,88.31049347,89.1533432,90.06757355,90.83101654,91.30867004,91.78324127,91.93476105,88.64237976,86.22960663,87.43997192,87.60260773,87.34558868,88.39425659,89.26119232,88.59390259,90.09951782,91.55702972,93.36798859,95.05838013,95.64990997,92.53244019,93.79387665,94.06640625,94.70500183,95.53383636,95.62156677,96.42927,96.93921,97.16927,102.7793,102.1882,101.8687,101.5702,101.9237,101.8837
Switzerland,CHE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,92.59860992,93.69322968,94.56681061,94.93768311,94.75923157,94.72370148,95.15155792,95.01213074,94.62441254,94.33315277,94.53829956,94.9091568,95.88945007,97.00785065,98.41751862,99.49246216,101.6720734,101.5583191,101.1149368,,95.87937927,95.85240173,95.62875,95.33287,93.70814,93.78176,94.41706,95.45322,96.02689,95.91104,95.88605,95.60131,96.11023,96.41895,96.48052,98.89136,,101.4737,102.5654,102.4874,
Channel Islands,CHI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,44.00851822,50.61660004,55.27780151,58.62472916,59.4472084,58.4725914,58.73205948,60.81887054,62.3155098,64.2509613,64.21063995,64.8862915,65.15561676,69.84864044,72.51904297,75.60778809,77.01825714,,79.89830017,77.61585236,74.06542969,91.53206635,91.36071777,72.64936829,,,,,78.90660858,81.49079132,85.52158,,88.94139,91.27257,92.37826,93.49675,93.25523,92.0882,91.385,88.97956,90.00819,90.46908,89.50108,99.59392,100.6821,101.7809,101.7775,101.8314,
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,27.47035027,37.04608917,44.73149872,50.87950134,47.62525177,48.3989296,56.38742065,57.27209854,53.9721489,49.88985062,43.23553085,38.99174881,33.14825821,30.2906208,29.72543907,31.0157795,32.632061,34.71899033,36.24217987,36.47568893,36.7201004,38.98485184,42.09880066,44.97417831,46.59412003,50.35079956,54.85623932,57.4666214,,60.46417999,60.2599,60.08422,60.2845,62.14113,,,71.32845,76.78766,81.71284,85.45141,88.1734,,,,,,,,
Cote d'Ivoire,CIV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,9.764630318,10.68828964,11.6114502,11.3404398,12.0499897,13.19618988,13.69674969,14.84704971,16.2888298,18.25279999,19.73810959,,19.57319069,19.38722038,19.6604805,,19.12545013,,,,,,,,,,,,24.05761909,,,,,,,,,,,,,,,38.9374,42.45389,45.03581,48.44685,51.02666
Cameroon,CMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,8.170410156,9.109000206,10.16679001,10.97385025,12.12767982,13.31260967,14.67733002,15.86023998,16.59863091,17.15843964,18.19758987,18.69717979,19.87667084,20.80065918,22.22578049,22.42745018,24.40209007,25.3827095,25.81295013,25.89793968,27.32549095,28.17955017,,26.9450798,25.9356308,,24.02065086,24.78827095,26.19422913,27.57544,32.38818,28.21962,29.79597,26.55448,27.06101,23.56108,32.35642,36.66806,40.47854,,48.31893,51.58778,53.40638,57.51035,59.03209,60.05816,,
"Congo, Dem. Rep.",COD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,9.55480957,11.11515999,11.81606007,11.8323698,15.28304958,16.95214081,19.2994194,22.00062943,25.13945961,24.80217934,24.50982094,24.37879944,24.27659035,24.18214989,24.08056068,23.97595024,23.95644951,25.29339027,,,,22.79243088,24.35872078,25.77139091,27.99794006,,,,,,,,,,,,36.5973,39.44591,41.5039,41.21021,43.32061,43.22606,42.90814,45.50179,46.16579,,,
"Congo, Rep.",COG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,17.22747993,20.50250053,25.90710068,33.1002388,38.79156113,43.4788208,50.22558975,54.33037949,57.32365036,58.91944122,66.90670776,71.05355072,69.68270874,64.59731293,62.74250031,66.49771118,67.84020233,63.3326683,54.13525009,47.52936172,46.25682068,46.96582031,,49.4693985,,47.65034103,,,,,,38.3146,39.49967,44.62115,,,,,,,,52.59282,,,,,,
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,23.92880058,25.79771042,27.22159004,33.22417068,35.45674133,36.5160408,37.61072159,40.15008926,40.15605164,41.30355835,42.19347,43.09840012,44.30271149,44.35263824,46.24050903,47.41115189,52.17200089,52.96125031,53.37992096,53.52479935,,53.65937042,59.65871811,61.92026901,63.39955902,64.54894257,68.84364319,,73.86979675,74.12106323,73.0866,,74.63544,,79.10735,82.8622,86.28616,89.21082,90.78519,95.26943,97.54612,99.15143,95.40426,96.1404,94.98767,94.71927,95.01463,95.73023,97.50623
Comoros,COM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,3.598589897,,6.999149799,8.299369812,,,,,,,28.34196091,,,,,38.26137924,37.52991867,,,,,25.05009079,,25.92152023,,,,,33.5875206,,,36.27776,40.06658,44.00775,,,,,,,,,59.98247,61.09057,,,55.51029,
Cabo Verde,CPV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,12.4479599,,,,,,,,7.502520084,7.853050232,8.83479023,,11.07748032,,,14.99577045,17.20548058,18.55611992,21.04841042,,,,29.70416069,,,,,,68.67609,66.16003,68.89408,69.25476,68.24381,71.01006,81.88128,81.73713,84.2763,83.99077,86.94371,89.976,93.03401,96.65943,95.14744,94.72112,93.68711,92.64199,88.15511
Costa Rica,CRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,27.71346092,29.08234978,31.86551094,37.05358887,40.15887833,40.63137054,41.13473892,42.22080994,,46.29740906,46.97642899,46.73194885,45.89101028,43.65716934,42.22755051,40.96162033,41.85343933,42.36399078,42.12638092,42.54204178,43.48997879,44.58823013,46.68978119,47.64311981,48.8138504,50.0522995,49.48250961,50.49148178,57.91545105,63.20632935,62.0568,66.85674,68.09944,,79.50946,81.59254,88.41922,89.83688,91.26713,98.09202,101.0797,103.8047,107.4917,114.3927,120.1272,122.7866,125.8162,128.9296,132.8169
Caribbean small states,CSS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,53.24058151,53.23218918,54.21620941,54.27919006,53.07466125,58.67573929,60.69837952,61.98862076,63.50006866,64.79660797,67.42381287,65.20014191,64.98127747,65.29386902,65.06976318,66.51821136,67.23362732,68.38021851,70.15486908,69.6486969,70.9283371,72.3927536,72.71666718,71.77268219,73.82099915,75.83141327,77.83463287,79.78856659,81.53540802,83.20175934,84.63253021,86.07202148,86.06886292,85.60649109,87.5091629,86.90830994,87.54515839,88.21269226,88.90109253,89.12342834,88.70922,89.13944,87.45801,85.51247,85.56196,84.70344,86.86402,85.88926,86.47735
Cuba,CUB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,24.51135063,22.68141937,25.19449997,29.78947067,36.29570007,47.33683014,56.59371185,60.33647156,66.26238251,78.1810379,79.5007782,80.89878082,79.01365662,81.64557648,82.46424103,83.44017029,84.29711151,85.53257751,87.54411316,88.02868652,88.44410706,87.18981171,84.02838135,78.47589111,75.55301666,80.08995819,80.32650757,,79.95445251,82.75083,84.52782,88.32049,91.39071,90.94703,93.05298,95.41871,95.56482,94.94477,92.77958,92.24871,91.52573,90.18882,90.97797,97.00201,97.89115,100.1145,101.3092,101.1372
Curacao,CUW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.21238,,,,,
Cayman Islands,CYM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,55.80324936,58.53889847,62.72378922,65.88752747,63.41720963,68.12888336,68.73693085,67.05886078,67.24902344,68.36515808,67.93354797,69.53497314,69.73773193,72.0390625,72.37637329,68.92797852,65.61911774,62.46353912,63.26628113,64.16503143,65.56735992,67.50077057,93.23835754,93.74485779,94.84616852,94.21144867,93.35913849,,93.22234344,93.37214,93.44506,96.91521,98.42426,97.71512,96.54328,96.59815,97.77915,98.32904,98.38756,91.4408,92.82562,95.29985,98.31169,99.41673,99.77831,,,
Czech Republic,CZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,84.23638153,84.56310272,84.5628891,84.75846863,86.44399261,89.26085663,92.02535248,93.59577179,94.76737976,94.64949036,,103.8963699,100.3026505,95.47585297,93.83509827,92.05680084,93.58699036,91.34812927,92.54631042,91.24365234,89.58054352,86.02832794,87.95214081,90.04772949,93.96192169,97.95690918,87.74716949,82.15885925,82.96238708,88.31745,94.80554,95.50163,96.48942,95.4421,95.67085,96.03756,94.95881,94.14958,93.85027,94.65642,95.79879,96.79181,103.9989,104.6972,105.0893,104.6348,103.4916,
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30014038,100.8522568,105.6027679,105.6989975,104.9601669,104.506813,104.2955017,99.13723755,99.27565002,99.93066,100.50151,101.47367,101.82067,102.1402,102.27959,103.05829,102.24229,103.30832,103.15825,103.9748,103.7624,102.1676,100.8109,99.71072,98.82264,98.812,98.40928,
Djibouti,DJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,6.19742012,7.725560188,6.561880112,6.979529858,7.192609787,6.019989967,,,7.455699921,7.94343996,8.420550346,8.829950333,9.298680305,9.788339615,10.0172596,10.31058979,11.02904034,10.44402981,10.63064957,10.21918964,10.02867031,10.26506996,9.803230286,10.36203003,11.32859993,11.78083038,13.01109028,,14.33813953,14.04512,15.99782,16.80469,,20.51653,22.93004,22.84099,26.74171,31.9612,34.9941,,40.86059,43.86173,45.2548,46.17198,46.76042,48.11305,47.84858,51.45778
Dominica,DMA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,71.41015625,70.77719116,69.7234726,71.98179626,71.02680969,66.67368317,68.31603241,,,,,77.13964844,,83.57904053,74.71278381,,,69.75361633,,,,,,,,,107.125679,111.51306,111.46659,112.62952,114.37879,107.70671,103.23115,98.49783,95.71392,92.69499,92.27424,88.90933,89.13699,,,90.72413,94.25424,,,
